Lingua	Titolo	Anno	Genere	Link	Formato	Descrizione	Locandina	Durata	Info	Lingua	Sezione
Italiano	La squadra di Marco	2019	Famiglia	https://vod1-rai-it.akamaized.net/podcastcdn/teche_root/KIDS_TECHE_HD_multiaudio/Y6jleqw0or8M0goUqlbk6weeqqEEqualeeqqEEqual_,1200,1800,2400/playlist.m3u8?auth=daEdnacbNdIdNbYcybZavbYapbyb1bsdjah-bJb6V6-c0-DjtvAHr&aifp=V001	m3u8	Marco, dodicenne di oggi, vive attaccato alla televisione e gioca troppe ore con i videogames. Il nonno italiano, rimasto vedovo ma ancora pieno di vita, lo costringe a uscire di casa e lo porta al parco dove, assieme a un gruppo di amici, gli insegna a giocare a bocce. Il ragazzo all'inizio non ne ha nessuna voglia, ma poi si appassiona al gioco e, quando il nonno gli confisca tutti i suoi attrezzi tecnologici e lo sfida in una gara, il nipote forma una squadra di bocce con i compagni di scuola, imparando anche a socializzare. 	https://www.raiplay.it/cropgd/300x400/dl/img/2022/07/15/1657883183295_la-squadra-di-marco_1536x2048logo.jpg	1h29m		Italiano	Kids
Italiano	La stella di Andra e Tati	2018	Animazione - Fantastico	https://vod3-rai-it.akamaized.net/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_HD_2/9289830_,1200,1800,2400/playlist.m3u8?auth=daEdbbcdMardzcFbuaTc_aUcOarbedtazdj-bJgLF5-c0-BktxzEu&aifp=V001	m3u8	La storia vera di Alessandra e Tatiana Bucci, due sorelle di 4 e 6 anni, che nel 1944 vennero deportate nel campo di concentramento di Auschwitz insieme alla madre, la nonna, la zia e il cuginetto. Le bambine si salvarono solo perché vennero erroneamente scambiate per gemelle... I sottotitoli in tedesco sono a cura degli Istituti Italiani di Cultura di Amburgo e Colonia	https://www.raiplay.it/cropgd/300x400/dl/img/2019/10/30/1572447581908_La%20stella%20di%20Andra%20e%20Tati%201536x2048_logo.jpg	29m		Italiano	Kids
Italiano	La strega Rossella - Room on the Broom	2012	Animazione - Fantastico	https://vod8-rai-it.akamaized.net/podcastcdn/raicinema/I_film_della_settimana/11617929_,800,1800,2400/playlist.m3u8?auth=daEb2aydfa_d.dcbCaHcJaZbIbXcTchaiax-bJgLG6-c0-EjvxwEq&aifp=V001	m3u8	Una strega dà un passaggio sulla sua scopa ad un cane, un uccello e una rana. E quando la scopa viene spezzata da un Drago, gli animali faranno fronte comune per salvare la strega...	https://www.raiplay.it/cropgd/300x400/dl/img/2019/10/29/1572346951717_1536x2048_logo.jpg	26m		Italiano	Kids
Italiano	Le avventure di San Nicola	2018	Famiglia	https://vod1-rai-it.akamaized.net/podcastcdn/teche_root/KIDS_TECHE_HD_multiaudio/gI5CgSnj3YzJRmRmUufrbAeeqqEEqualeeqqEEqual_,1200,1800,2400/playlist.m3u8?auth=daEcndcdab4b_cOcbcMabauatd9b2aRb7bC-bJb9TJ-c0-DmtxrFt&aifp=V001	m3u8	Alla vigilia del giorno di San Nicola, la famiglia Vasylenko si trasferisce in montagna. Ma i bambini non vanno d'accordo, e, come se non bastasse, il papà si fa male. La madre è così costretta a portare il marito in ospedale. Ai piccoli, rimasti soli in casa, appare un criminale travestito da San Nicola. Per svelare l'inganno e assicurare il ladro alla giustizia, i piccoli dovranno cominciare a collaborare e dar prova di tutto il coraggio e la scaltrezza di cui sono capaci	https://www.raiplay.it/cropgd/300x400/dl/img/2021/01/03/1609701422623_Le%20Avventure%20di%20San%20Nicola_1536x2048logo.jpg	1h14m		Italiano	Kids
Italiano	Lo specchio di Lorenzo	2019	Animazione - Fantastico	https://vod1-rai-it.akamaized.net/podcastcdn/teche_root/KIDS_TECHE_HD_multiaudio/A2cKtx7Z3ofl4ICJspPpPlussXblAeeqqEEqualeeqqEEqual_,1200,1800,2400/playlist.m3u8?auth=daEazcGdbdQaAbObadrdUafbVbNaNdPbQaW-bJciig-c0-FltxsHp&aifp=V001	m3u8	Nel mondo di Lorenzo, niente è come appare. Gli umani spaventosi vengono sostituiti da animali, le stanze diventano boschi e il coraggio si traduce nel ritornello di "Heroes", modo in cui il protagonista vede il fratello maggiore inizialmente suo unico "ponte" con l'esterno. Tutto quello che piace a Lorenzo ha colori caldi, rassicuranti, luminosi; disagio e paura, invece, sono bui e freddi. Quello in cui vive il piccolo è il mondo creato dalla bolla del suo autismo, che gli impedisce di comunicare. Un giorno, però, questa bolla verrà squarciata da qualcosa di nuovo...	https://www.raiplay.it/cropgd/300x400/dl/img/2021/03/25/1616689802976_lo-specchio-di-lorenzo_1536x2048_logo.jpg	13m		Italiano	Kids
Italiano	Mani Rosse	2018	Animazione - Fantastico	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/KIDS_TECHE_HD/11365809_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEdSaIdqdJdScKaWciaPcja5aEaIcCcHcI-bJciYp-c0-EjvxxHs&aifp=V001	m3u8	Ernesto è un ragazzino intelligente, ma anche iper-protetto e solo. Un giorno scopre dei meravigliosi murales rossi, realizzati da una misteriosa ragazza di nome Luna. Lei ha il potere di emettere dalle mani un vivido colore rosso, con cui esprime il suo talento. Ma dietro questo dono c'è una dolorosa realtà: il padre di Luna, Furio, è un uomo violento. Ernesto dovrà tirare fuori tutto il suo coraggio per salvare la vita a quella strana ragazzina di cui si è innamorato	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/11/1573501026214_Mani%20Rosse%20NEW-1536x2048_logo.jpg	30m		Italiano	Kids
Italiano	Mare di grano	2018	Commedia/Famiglia	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_HD/11585783_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEbkcsdFdybidbacc3dSaqbBchc2bCdnaP-bJg59n-c0-AlzxsHr&aifp=V001	m3u8	Toscana, terzo millennio. Il piccolo Adam, alla ricerca dei genitori, incontra i coetanei Adriana e Martino e si mette in viaggio verso il mare. E' l'inizio di una nuova avventura.	https://www.raiplay.it/cropgd/300x400/dl/img/2019/12/24/1577193436010_1536x2048_logo.jpg	1h20m		Italiano	Kids
Italiano	Mila	2021	Animazione - Fantastico	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/KIDS_TECHE_HD/15613320_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEb0bdc9cxa6dbbxbMasaHaccPcZbAbicu-bJcn1p-c0-CkuwsGq&aifp=V001	m3u8	Nonostante abbia perso tutto a causa della guerra - la famiglia, la casa, la pace - Mila si aggrappa alla speranza. Con un pizzico di fantasia e tanta umanità, la piccola ha un impatto profondo sul prossimo, compresa la sconosciuta che le salverà la vita. Anche se il film è ispirato a fatti realmente accaduti a Trento nel 1943, Mila rappresenta tutti i bambini, in qualsiasi guerra, di qualsiasi epoca. La narrazione, priva di dialoghi, parla a ciascuno di noi grazie al linguaggio universale della musica	https://www.raiplay.it/cropgd/300x400/dl/img/2021/11/17/1637165859407_mila_1536x2048_logo.jpg	20m		Italiano	Kids
Italiano	Mini Cuccioli - Raccontiamo la Salute in 6 A	2020	Animazione - Fantastico	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/ostr8/podcastcdn/junior/MiniCuccioli/12199845_,800,1800,2400/playlist.m3u8?auth=daEdKbNaxbdc6dacPb_ddaYcMbtaqbObfcL-bJg6jG-c0-GkAuuFq&aifp=V001	m3u8	Gli episodi nascono dagli storyboard realizzati dai bambini di alcune scuole elementari del Veneto nell'ambito dell'iniziativa "Raccontiamo la salute". Gli alunni si sono confrontati sui temi indicati dalle 6 A del titolo: Ambiente, Alimentazione, Agricoltura, Attività motoria, Arte e Amicizi@. Grazie agli amati personaggi della serie Mini Cuccioli, che saranno protagonisti delle storie animate "La mensa è un'occasione", "I Mini Cuccioli alla Giornata dello Sport", "I Mini Cuccioli e il Teatro", "Pio, Senzanome e i mostri dell'orto", "I Mini Cuccioli e la vendemmia", "Avventura al mare" e "L'arte di essere amici", questi brevi cartoni consentono ai più piccoli di imparare concetti fondamentali per il	https://www.raiplay.it/cropgd/300x400/dl/img/2020/04/03/1585922973678_Mini%20Cuccioli%20-%20Raccontiamo%20la%20Salute%20in%206A_1536x2048_logo.jpg	10m		Italiano	Kids
Italiano	Mission possible	2018	Famiglia	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/KIDS_TECHE_HD/ajytfuuNoDpPpPlussWc8A2kqRyqQeeqqEEqualeeqqEEqual_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEa4cOanbacPdobBclaAcEaQcedBcaaQdj-bJcofO-c0-GlruuFn&aifp=V001	m3u8	Un gruppo di ragazzi si ritrova in un bosco per giocare con Alex, l'inseparabile amico a quattro zampe. Grazie a lui, i giovani scoprono una "banda" di cattivi che tiene prigionieri diversi Shih Tzuh nel tentativo di lucrare su di loro facendoli diventare campioni da esposizione. Riusciranno i nostri protagonisti, tra esilaranti avventure, a fermare i rapitori e salvare Alex e gli altri cani dalle loro grinfie?	https://www.raiplay.it/cropgd/300x400/dl/img/2022/05/23/1653301416133_mission-possible_1536x2048_logo%201.jpg	1h49m		Italiano	Kids
Italiano	Nocedicocco 2 - Il piccolo drago nella giungla	2018	Animazione - Fantastico	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/KIDS_TECHE_HD/KXWOwBUqI7PXFuKtwEQGEweeqqEEqualeeqqEEqual_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEcZdBbNd7cvd2cJaKbZcwbTd1dYdzdxaZ-bJcq8t-c0-BmyvAHw&aifp=V001	m3u8	Nocedicocco, giovane drago che non può volare, è pronto a partire per il campeggio insieme all'inseparabile Oskar, e alla cara amica Matilda, un porcospino che portano con loro in maniera clandestina. Per i tre il viaggio si rivelerà, però, più difficile del previsto tanto da trasformarsi in una vera prova di coraggio tra i pericoli della giungla...	https://www.raiplay.it/cropgd/300x400/dl/img/2022/06/09/1654774792605_nocedicocco-2-il-piccolo-drago-nella-giungla_1536x2048_logo.jpg	1h17m		Italiano	Kids
Italiano	Ötzi e il mistero del tempo	208	Azione - Avventura	https://vod8-rai-it.akamaized.net/podcastcdn/raicinema/raicinema_multibitrate/12665969_,700,1200,1800,2400/playlist.m3u8?auth=daEaOcDdgdFbSbUa9cFaIdEd4b8cEatbBdY-bJhjjC-c0-AlAxxHo&aifp=V001	m3u8	L'undicenne Kip è un ragazzo come tanti, intelligente e sensibile, per cui il tempo dell'infanzia sta finendo. Negli ultimi giorni prima di lasciare per sempre Bolzano e gli amici del cuore, Kip vive con loro un'esperienza straordinaria. Quando si reca al museo a salutare la mummia Ötzi per l'ultima volta, accade qualcosa di magico: Ötzi si risveglia, cominciando a rigenerarsi.	https://www.raiplay.it/cropgd/300x400/dl/img/2020/06/20/1592658707569_1536x2048logo.jpg	1h26m		Italiano	Kids
Italiano	Paddington e la letterina dispersa	2019	Animazione - Fantastico	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/KIDS_TECHE_HD/13702798_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEawbSbAc4afbMaLc7ddbuaobOaYdaa0be-bJcCoF-c0-CkvvxGt&aifp=V001	m3u8	La letterina scritta da Jonathan a Babbo Natale finisce per errore in Perù. Paddington, il simpatico orsetto, aiuterà l'amico a recuperarla e farla arrivare al destinatario	https://www.raiplay.it/cropgd/300x400/dl/img/2020/12/28/1609179499005_Paddington%20e%20la%20letterina%20dispersa_1536x2048-logo.jpg	22m		Italiano	Kids
Italiano	Patatine fritte al porto	2021	Animazione - Fantastico	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/KIDS_TECHE_HD/15534351_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEcRc8dhcfbpaQckaJc8cmbucOdTaedSaw-bJcCKO-c0-DlrxyGs&aifp=V001	m3u8	Noah, 9 anni, raggiunge la madre che si è da poco trasferita su una piccola isola bretone dove lavora in un ristorante che si affaccia sul porto e che serve come specialità cozze con patatine fritte. Quando arriva, la piccola scopre che tutti i bambini del posto si conoscono, sono benestanti e vanno in barca a vela. Noah vorrebbe navigare, ma la mamma non può permettersi di iscriverla al circolo velico. Così la cattiveria del branco dei suoi coetanei la ribattezza "patata fritta". Ma la ragazzina non si scoraggia...	https://www.raiplay.it/cropgd/300x400/dl/img/2021/11/23/1637695684475_1536x2048_logo.jpg	27m		Italiano	Kids
Italiano	Pimpa - Storia di Natale	2004	Animazione - Fantastico	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/ostr8/podcastcdn/junior/4217929.mp4/playlist.m3u8?auth=daEbGd3dUaFbOcYaGcRbUdfdAc9dPdMclcJ-bJhjtv-c0-CmwxxEo&aifp=V001	m3u8	Pimpa e i suoi amici si preparano a festeggiare il Natale... Dopo aver cercato l'albero, la simpatica cagnolina a pois lo addobberà con tante palline, preparerà deliziosi dolcetti e aspetterà Babbo Natale vicino al camino	https://www.raiplay.it/cropgd/300x400/dl/img/2020/12/18/1608315747435_Pimpa_1536x2048_logo.jpg	27m		Italiano	Kids
Italiano	Pimpa e l'anatroccolo Alì	2007	Animazione - Fantastico	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/ostr9/podcastcdn/junior/4217908.mp4/playlist.m3u8?auth=daEa_dTdFc1aJatbsaUbicgdscYdNdzbwaX-bJhjup-c0-DmwxsGq&aifp=V001	m3u8	È una bella giornata di sole e Pimpa incontra l'anatroccolo Alì che le dice di aver perso la sua mamma. I due amici saltano sulla nuvola Teresa e partono alla ricerca dell'anatra perduta. La nuvoletta li porta in Africa dove incontreranno tanti buffi personaggi e vivranno memorabili avventure, fino a ritrovare l'anatra Maria Rosa, mamma del piccolo anatroccolo	https://www.raiplay.it/cropgd/300x400/dl/img/2019/08/21/1566404738874_Pimpa-anatroccolo.Ali1536x2048.jpg.jpg	25m		Italiano	Kids
Italiano	Pimpa e Olivia Paperina	2007	Animazione - Fantastico	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/ostr9/podcastcdn/junior/La_Pimpa/3303685.mp4/playlist.m3u8?auth=daEabapbbcYaSc.c9badAd5d3bhd6c8cVdr-bJhjvf-c0-BjwvsGn&aifp=V001	m3u8	Olivia arriva a casa di Pimpa dentro un pacco di Natale e fra le due nasce subito una tenera amicizia. Proprio come un bambino, Olivia si stupisce per le piccole cose, parla con gli oggetti e scopre il mondo che la circonda sempre con uno sguardo di meraviglia. Pimpa, a sua volta, si prende cura di lei come una sorella maggiore: le insegna a lavarsi, vestirsi e le mostra gli aspetti più curiosi della vita di tutti i giorni	https://www.raiplay.it/cropgd/300x400/dl/img/2022/06/23/1656000361824_1572346892323_1536x2048_logo.jpg	27m		Italiano	Kids
Italiano	Pinocchio	2012	Animazione - Fantastico	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom1/podcastcdn/Fiction/RaiUno/Pinocchio/6920412.mp4/playlist.m3u8?auth=daEcpbIdpbvaMaBdNaUctd6c2ddc0azbXaP-bJhjv_-c0-FkvxwFo&aifp=V001	m3u8	Un povero falegname di nome Geppetto decide di costruire un burattino da un ciocco di legno: lo chiamerà Pinocchio e se ne prenderà cura proprio come farebbe un padre con il proprio figlio. Geppetto vorrebbe far studiare Pinocchio. Il burattino però, invece di andare a scuola, vende l'abbecedario che il padre gli ha comprato per assistere ad uno spettacolo di burattini...	https://www.raiplay.it/cropgd/300x400/dl/img/2019/10/16/1571238921719_1536x2048_logo.jpg	1h17m		Italiano	Kids
Italiano	Pinocchio (2019)	2019	Famiglia	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/ostr2/podcastcdn/teche_root/YT_ITALIA_TECHE_HD_multiaudio/39zoBgw8xCoqAFQwehBrHQeeqqEEqualeeqqEEqual_,1200,1800,2400/playlist.m3u8?auth=daEcvcocCc5bkbGa3brdpdRa.cqcSdWdDa2-bI_0u0-c0-BlvwzGu&aifp=V001	m3u8	Pinocchio torna al cinema in un nuovo adattamento firmato da Matteo Garrone, con il Premio Oscar Roberto Benigni nei panni di Geppetto e il piccolo Federico Ielapi in quelli del burattino più famoso della storia: un'avventura per tutta la famiglia che riporta sul grande schermo il capolavoro di Collodi e i suoi indimenticabili personaggi, dal Gatto e la Volpe al Grillo parlante, da Mangiafuoco alla Fata dai capelli turchini.	https://www.raiplay.it/cropgd/300x400/dl/img/2021/12/15/1639577842750_1536x2048logo.jpg	2h01m		Italiano	Kids
Italiano	Pipì Pupù e Rosmarina in 'Il mistero delle note rapite'	2017	Animazione - Fantastico	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/ostr9/podcastcdn/junior/Rai_Yoyo/Pipi_Pupu_e_Rosmarina/8999295_,800,1800/playlist.m3u8?auth=daEaucmcxcUbPdNdwaiaWdJcebjaPdTcqdK-bJhjy.-c0-AltwuGt&aifp=V001	m3u8	Pipì, Pupù e Rosmarina sono i tre cuccioli cercatori del Mapà, figura misteriosa un po' mamma e un po' papà, e questa volta Voce, il narratore fuori campo (che ha come sempre il timbro profondo di Giancarlo Giannini), chiede loro di porre rimedio a un grosso guaio: il Mapà ha composto le musiche di un grande concerto d'opera che la filarmonica degli animali del bosco dovrebbe eseguire a Ferragosto, ma le note della partitura sono sparite...	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/15/1573819026177_1536x2048_logo.jpg	1h22m		Italiano	Kids
Italiano	Rocca cambia il mondo	2018	Commedia/Famiglia	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/KIDS_TECHE_HD/13736830_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEbdc2bqcKdwdcb8bAd3cBaQb6cLaSd2aB-bJhjNN-c0-DlvvxGt&aifp=V001	m3u8	Rocca, 11 anni, vive con la nonna ad Amburgo. Sua madre è morta durante il parto e suo padre lavora come astronauta nella stazione spaziale internazionale. Quando la nonna deve essere ricoverata in ospedale, la ragazzina comincia a gestirsi da sola. Questo provoca molte resistenze da parte delle autorità e degli insegnanti. Alla ragazza però tutto ciò non importa concentrata come è sul suo progetto di voler cambiare il mondo, a cominciare dal grande desiderio di farsi amare dalla nonna che ha sempre avuto nei riguardi della giovane un atteggiamento freddo e distaccato...	https://www.raiplay.it/cropgd/300x400/dl/img/2021/01/03/1609688188102_Rocca%20cambia%20il%20mondo-_1536x2048logo.jpg	1h38m		Italiano	Kids
Italiano	Senti cosa ti dico	2021	Documentrario/Famglie	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/KIDS_TECHE_HD/14721997_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEbOdFd8aZcWbNcpdWd_cbbpa0dndLbNbS-bJhjTv-c0-AmsxrEo&aifp=V001	m3u8	Immerso in un coloratissimo studio virtuale, Oreste Castagna, moderno escursionista, ci accompagnerà in un affascinante viaggio attraverso la Via Francigena pugliese, l'antico cammino che i pellegrini percorrevano da nord a sud per poi imbarcarsi verso la Terra Santa. Lungo questo trekking incontrerà i protagonisti assoluti del programma: bambini e ragazzi di varie località della Puglia i quali tra castelli, uliveti secolari e borghi storici, racconteranno la loro personale visione del mondo. A "Senti cosa ti dico" sono i ragazzi che ci rivelano cosa pensano della scuola, della famiglia e del loro tempo libero, ma non si tireranno indietro anche su temi universali: dall'origine del cosmo, all'amore per la	https://www.raiplay.it/cropgd/300x400/dl/img/2021/06/09/1623234041739_1536x2048_logo.jpg	19m		Italiano	Kids
Italiano	Sol	2020	Animazione - Fantastico	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/KIDS_TECHE_HD/sbJPwFOBUrCUFHsBpeBpPpPlussPAeeqqEEqualeeqqEEqual_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEcrbGcvcdblbwducKa2d0cAataqcpd5ai-bJcX_d-c0-HktwsGq&aifp=V001	m3u8	Un bambino parte per un avventuroso viaggio alla ricerca della luce, un bene che il mondo sembra aver perduto per sempre durante il Solstizio d'Inverno, la notte più lunga dell'anno. Il percorso è allo stesso tempo il cammino interiore di un piccolo che cerca di orientarsi nell'ondata di emozioni che lo travolge dopo la perdita della nonna e un gesto di vicinanza a tutte le famiglie che hanno perso i loro cari nel difficile anno di esordio della pandemia	https://www.raiplay.it/cropgd/300x400/dl/img/2021/12/18/1639843815615_sol_1536x2048_logo.jpg	29m		Italiano	Kids
Italiano	Sorelle Vampiro - Vietato mordere!	2012	Famiglia	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/KIDS_TECHE_HD/13555287_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEczcga6asdJdGbhbkcwc5b5a7bvbobZcb-bJcYju-c0-FlxuzEv&aifp=V001	m3u8	Tratto dal romanzo di Franziska Gehm, il film narra la storia di Silvania e Dakaria, due sorelle dodicenni un po' particolari che si trasferiscono dalla Transilvania in una piccola cittadina tedesca con i loro genitori. Tutto sembrerebbe normale, ma... il padre è un vampiro e le ragazze... lo sono a metà! Per salvaguardare la loro identità, difendersi dai bulli e sfuggire ai vicini curiosi, le due sorelle ricorrono spesso alla magia. Gli incantesimi però non sempre funzionano e presto la situazione precipita	https://www.raiplay.it/cropgd/300x400/dl/img/2020/12/05/1607164476989_Sorelle-Vampiro-Vietato-mordere-1536x2048_logo.jpg	1h34m		Italiano	Kids
Italiano	Sorelle Vampiro 2 - Pipistrelli nello stomaco	2014	Famiglia	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/KIDS_TECHE_HD/13555413_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEavdOaiaLd1aiaQaibLb9dKcMbAdoc3bx-bJcYkd-c0-BmruzEu&aifp=V001	m3u8	Con gli amici Helene, Jacob e Ludo, le sorelle Silvania e Dakaria pianificano le loro vacanze estive. Quando poi in città arriva la band dei Kryton Jrax con il suo leader Murdo, Dakaria deve fare i conti con l'amore ma anche con Xantor, il manager del gruppo acerrimo nemico di suo padre. Per salvare la sorella dalle forze del male, Silvania avrà bisogno dell'aiuto di tutti i suoi amici	https://www.raiplay.it/cropgd/300x400/dl/img/2020/12/10/1607624336338_Sorelle%20Vampiro%202%20-%20Pipistrelli%20nello%20stomaco_1536x2048_logo.jpg	1h30m		Italiano	Kids
Italiano	Sorelle Vampiro 3 - Ritorno in Transilvania	2016	Famiglia	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/KIDS_TECHE_HD/13637851_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEdHctbucoa3dxaaaBb6dta2aZbYc3dcbm-bJcYmo-c0-DlAvrGr&aifp=V001	m3u8	Franz, il fratellino appena nato delle sorelle vampiro Dakaria e Silvania, è in pericolo: la malvagia regina Anastasia lo vuole nel suo castello come erede. Quando Silvania con una delle sue magie maldestre ipnotizza accidentalmente i genitori Mihai ed Elvira, Anastasia ne approfitta per rapire Franz. Con l'aiuto di Murdo, Dakaria riesce a introdursi nel palazzo della sovrana, dove rimane pericolosamente affascinata da ciò che vede e da uno stile di vita che ha sempre desiderato	https://www.raiplay.it/cropgd/300x400/dl/img/2020/12/18/1608309526297_Sorelle_Vampiro_3_1536x2048_logo.jpg	1h35m		Italiano	Kids
Italiano	The Snowman - L'Uomo di neve	1982	Animazione - Fantastico	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/KIDS_TECHE_HD/ZHf1z8B6oHjnpJeVBm801AeeqqEEqualeeqqEEqual_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEc8dYavbjbZacdZavbRbhbOcBbad6dHaE-bJdhnQ-c0-AmrusFw&aifp=V001	m3u8	Una notte il pupazzo di neve di un bambino inglese si anima, dando inizio ad una magica avventura nel Polo Nord. Tratto dal classico illustrato di Raymond Briggs, come il libro, il film è senza parole e l'unico testo è quello della canzone "Walking in the Air"	https://www.raiplay.it/cropgd/300x400/dl/img/2021/12/30/1640881634949_the-snowman-l-uomo-di-neve_1536x2048_logo.jpg	25m		Italiano	Kids
Italiano	The Snowman and The Snowdog - L'Uomo di neve e il cucciolo di neve	2012	Animazione - Fantastico	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/KIDS_TECHE_HD/SMYssSlash3Omhs0HPNMOSkriGPgeeqqEEqualeeqqEEqual_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEaPamcddrc5d7ahcQb7bybidJb5bkcwbQ-bJdhow-c0-BjtwuHu&aifp=V001	m3u8	Un bambino trasloca in una nuova casa con la mamma e il cagnolino ormai vecchio e malandato. Al sopraggiungere dell'inverno rimane senza il suo fido compagno di giochi, ma un giorno, nascosta sotto le assi del pavimento, trova una scatola con una sciarpa, un cappello, dei pezzetti di carbone e un frutto un po' rinsecchito: c'è tutto il necessario per fare un pupazzo di neve e dare inizio a un'avventura che sembra un sogno ad occhi aperti... Sequel di "The Snowman - L'Uomo di neve" tratto dal racconto di Raymond Briggs	https://www.raiplay.it/cropgd/300x400/dl/img/2021/12/30/1640881634949_the-snowman-l-uomo-di-neve_1536x2048_logo.jpg	24m		Italiano	Kids
Italiano	TKKG - Intrepidi Detective	2019	Commedia/Famiglia	https://creativemedia6-rai-it.akamaized.net/podcastcdn/teche_root/KIDS_TECHE_HD/13649391_2400.mp4?auth=daEa4b8c.aAcOb1dUdibDaYbRbtaiaJaZcz-bJhkjm-c0-GkrwtEt&aifp=V001	m3u8	Quando si conoscono al college, Tim e Willi non vanno molto d'accordo. Il fatto che uno sia povero e l'altro ricco contribuisce a dividerli. Il rapimento del padre di Willi e il furto di una statua portano però i due ragazzini a stringere amicizia e a capire di avere in comune molto più di quanto pensassero	https://www.raiplay.it/cropgd/300x400/dl/img/2021/01/05/1609855838424_TKKG%20-%20Intrepidi%20Detective_1536x2048logo.jpg	1h32m		Italiano	Kids
Italiano	Tommy e Oscar	2008	Animazione - Fantastico	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/KIDS_TECHE_HD/13845948_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEdaaKbUaMasaGdKauava4cZcuckaJdZcG-bJdhFz-c0-AjxvxEv&aifp=V001	m3u8	Oscar, adorabile e bizzarro alieno proveniente da Pianota, il pianeta della Musica, è costretto ad atterrare sulla terra a causa di un guasto della sua navicella. Qui fa amicizia con Tommy, un coraggioso e carismatico ragazzino di 10 anni che per ogni missione riceve dal suo zio inventore, il Prof. Leonard, una serie di gadget ultra-tecnologici. I due, uniti dalla passione per la musica e l'amore verso tutte le razze, vivono assieme emozionanti avventure in tutti gli angoli del mondo, risolvono misteri e salvano persone in pericolo	https://www.raiplay.it/cropgd/300x400/dl/img/2021/01/29/1611950641147_tommy-e-oscar_1536x2048_logo.jpg	1h16m		Italiano	Kids
