Lingua	Titolo	Anno	Genere	Link	Formato	Descrizione	Locandina	Durata	Info	Lingua	Sezione
Italiano	Heidi	2015	Famiglia	https://vod1-rai-it.akamaized.net/podcastcdn/teche_root/YT_ITALIA_TECHE_HD_multiaudio/oV3EFdWPgzxmtFzw51fTFgeeqqEEqualeeqqEEqual_,1200,1800,2400/playlist.m3u8?auth=daEa6cwbmbCdBdMaca3abcYd8aodGbGb1bL-bJbi6V-c0-IltvtFv&aifp=V001	m3u8	Heidi è una bambina allegra, vivace che vive assieme al nonno tra i monti della Svizzera. Passa il suo tempo con l'amico Peter pascolando le capre del nonno. La sua vita viene stravolta quando sua zia, Dete, decide di portarla a Francoforte, nella casa dei Sesemann dove conosce Clara. Adattamento cinematografico del romanzo di Johanna Spyri	https://www.raiplay.it/cropgd/300x400/dl/img/2020/01/08/1578478471854_1536x2048logo.JPG	1h47m		Italiano	Kids
Italiano	Heidi Special - Giochi di inverno	2020	Animazione - Fantastico	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom1/Italy/podcastcdn/junior/Heidi_EP_Puntate/12672743.mp4/playlist.m3u8?auth=daEc.aAcIbWciaoctd0bEa.dUcgc9d_chcZ-bJf2y2-c0-CjxwvFv&aifp=V001	m3u8	Clara e il signor Sesemann sono arrivati a Dörfli e saranno ospiti di Heidi e suo nonno. Teresa è gelosa della bellissima amicizia che c'è tra Heidi e Clara, ma accetta comunque di giocare con loro alla gara delle slitte. Durante la discesa, Teresa perde la lista della spesa del nonno di Heidi e, sentendosi in colpa, scappa rifugiandosi nella baita su in montagna. Dopo varie ricerche, saranno Heidi, Clara e Peter a trovare Teresa ed a riportarla a casa sana e salva...	https://www.raiplay.it/cropgd/300x400/dl/img/2020/06/30/1593506503054_Heidi%20Playmobil%20Inverno_1536x2048_logo.jpg	24m		Italiano	Kids
Italiano	Henry, ti presento Oliver	2020	Famiglia	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/KIDS_TECHE_HD/h59r4RAYqKmOw1Rohb2HjAeeqqEEqualeeqqEEqual_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEc4aZaIcLc1arbzcZaGbDdzbJbvarc2aS-bJf2AK-c0-GjsuvGu&aifp=V001	m3u8	Il dodicenne Oliver è un ragazzino prodigio. Nonostante questo, però, il suo ultimo esperimento di scienze non va come dovrebbe... Il risultato porta infatti ad un'inattesa connessione telepatica tra il giovane e il suo cane Henry. Dopo un primo momento di smarrimento, i due dovranno unire le loro forze e i loro pensieri per superare i problemi che sorgono a scuola e aiutare i genitori di Oliver a ritrovare l'intesa perduta	https://www.raiplay.it/cropgd/300x400/dl/img/2022/08/09/1660047707106_henry-ti-presento-oliver_1536x2048_logo%201.jpg	1h28m		Italiano	Kids
Italiano	Houdini	2014	Animazione - Fantastico	https://vod8-rai-it.akamaized.net/podcastcdn/raicinema/I_film_della_settimana/8115416_,800,1800/playlist.m3u8?auth=daEaTdvdPbya_dqcubxatafd.a8cHcAdHaR-bJf3j8-c0-FmsxsFr&aifp=V001	m3u8	Una fiaba animata che ci conduce con dolcezza e maestria nel mondo della magia. Houdini già da bambino è alle prese con i primi esperimenti di magia. La strada è lunga, all'inizio piena di spiacevoli imprevisti, ma il piccolo mago è destinato a diventare molto presto il più celebre illusionista della sua epoca	https://www.raiplay.it/cropgd/300x400/dl/img/2019/10/16/1571223090541_1536x2048_logo.jpg	53m		Italiano	Kids
Italiano	I colori del Natale	2020	Animazione - Fantastico	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/KIDS_TECHE_HD/13700363_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEbyb6bLb4cja5dhbKaZcNb9aIaudldAcl-bJf3mw-c0-EkzvyFt&aifp=V001	m3u8	Storia animata di un Natale speciale, quello delle minoranze cristiane in Medio Oriente che negli ultimi anni sperimentano sempre maggiori difficoltà e pericoli per festeggiare la ricorrenza. Rientrati nel loro villaggio dopo la guerra, mentre la cattedrale è un cumulo di macerie e tutte le messe della notte di Natale sono cancellate per motivi di sicurezza, tre ragazzini sfuggono al controllo delle loro famiglie per cercare di realizzare il sogno di Miriam, far sì che lei possa tornare a colorare il presepe. La missione però si complica a causa del buio e di paurosi personaggi che i giovani incontrano sul loro cammino. Per fortuna, grazie alla piccola Sara, i ragazzi si rifugiano tra le macerie della	https://www.raiplay.it/cropgd/300x400/dl/img/2020/12/23/1608721042651_I-colori-del-Natale%201536x2048_logo.jpg	17m		Italiano	Kids
Italiano	I colori di Babou	2018	Animazione - Fantastico	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom2/Italy/podcastcdn/junior/Rai_Gulp/I_colori_di_Babou/9360161.mp4/playlist.m3u8?auth=daEdHahaqaQaRcYcJckcQcHdid7bicsc4ce-bJf3vd-c0-DjyuxEp&aifp=V001	m3u8	Quando c'è una decisione da prendere, ascolta il tuo cuore senza farti condizionare dal clamore degli altri: è questo il significato di "Babou", che in meno di due minuti, passando dal bianco e nero al colore, riesce a toccare temi importanti, come il bullismo. Babou è una bambina come tante, che ha la tendenza a seguire i comportamenti degli altri, ma una mattina, nel cortile della scuola, ha un'illuminazione e capisce che è il momento di fare per prima un passo avanti...	https://www.raiplay.it/cropgd/300x400/dl/img/2022/01/25/1643107513780_i-colori-di-babou_1536x2048_logo.jpg	2m		Italiano	Kids
Italiano	I Fantastici Cinque - La valle dei Dinosauri	2018	Famiglia	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/KIDS_TECHE_HD/11815879_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEcebAbfcVarbDbGdYdTb7ama9d5aCdfdS-bJgmaK-c0-EkxvwGu&aifp=V001	m3u8	Sono arrivate le vacanze estive ed i giovani detective George, Julian, Dick e Anne con il loro fedele cane Timmy, sono stati invitati ad un matrimonio. Durante il viaggio, un imprevisto però li obbliga a fare una sosta inaspettata in una piccola cittadina, dove al Museo di Storia Naturale è possibile ammirare le ossa di una specie sconosciuta di dinosauro. Visitando la mostra, i ragazzi hanno modo di fare conoscenza con l'irritabile Marty Bach, che sostiene che suo padre, oramai defunto, aveva trovato lo scheletro di un dinosauro perfettamente conservato. Il caso e parecchi indizi attirano così la loro curiosità spingendoli ad indagare...	https://www.raiplay.it/cropgd/300x400/dl/img/2020/01/29/1580319162723_1536x2048_logo.jpg	1h38m		Italiano	Kids
Italiano	Il castello di Schreckenstein	2016	Famiglia	https://vod3-rai-it.akamaized.net/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_HD_2/9881697_,1200,1800,2400/playlist.m3u8?auth=daEcTaka2cNbhc8dTc2dvb3cGb5becFaKaK-bJbn36-c0-FjruvGw&aifp=V001	m3u8	Stephan è un adolescente con qualche problema scolastico. I genitori, separati e con mille problemi, decidono di mandarlo nel Castello di Schreckenstein, un collegio con metodi educativi fuori dal comune...	https://www.raiplay.it/cropgd/300x400/dl/img/2019/10/29/1572360596894_1536x2048logo.JPG	1h33m		Italiano	Kids
Italiano	Il castello di Schreckenstein 2 - Baci non vietati	2017	Famiglia	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_HD/12872887_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEc5a7dfbCbudNdGdjboaAbAamakdzdsbx-bJbn5P-c0-HjAxwFv&aifp=V001	m3u8	I ragazzi del Castello di Schreckenstein e della scuola Rosenfels fanno a gara per lo scherzo migliore. Stavolta, però, un incidente mette fuori gioco il Conte Schreckenstein, durante la cui assenza il castello si ritrova sull'orlo della rovina finanziaria. Suo cugino, quindi, assume la direzione della scuola...	https://www.raiplay.it/cropgd/300x400/dl/img/2020/06/04/1591286258762_castello_1536x2048_logo.jpg	1h37m		Italiano	Kids
Italiano	Il club dei brutti	2019	Famiglia	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/KIDS_TECHE_HD/13846002_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEd5cEbmb5cddzb1dScUbUaKcebEcLagd8-bJbn9I-c0-HlrvtFu&aifp=V001	m3u8	Mantenere "tutto pulito" è uno dei diktat del nuovo presidente: l'ordine non riguarda soltanto le strade della città, ma anche l'aspetto dei suoi abitanti. Tra questi c'è Paul, le cui grandi orecchie spiccano sempre nelle foto di classe con gli altri compagni. Un giorno, Paul e un altro gruppo di bambini "brutti" vengono selezionati per una gita premio, ma durante il viaggio si rendono conto che l'obiettivo dei dirigenti scolastici è quello di nasconderli per sempre. A Paul non resta che scappare e con l'aiuto di Sara, una delle bambine "belle", dare vita a un movimento in difesa del diritto di tutti ad avere il proprio posto nel mondo...	https://www.raiplay.it/cropgd/300x400/dl/img/2021/01/21/1611233402597_il-club-dei-brutti-1536x2048_logo.jpg	1h33m		Italiano	Kids
Italiano	Il diritto alla felicità	2019	Famiglia	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/KIDS_TECHE_HD/15534643_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEbybpbZb4aDbBbyarclbcaxc0a6aqcnbF-bJbogR-c0-EkwvsFt&aifp=V001	m3u8	Libero è un appassionato venditore di libri usati ed Essien è un ragazzino immigrato che vive in Italia da qualche anno. L'amicizia tra i due passa attraverso i libri che Libero presta ad Essien e la complicità tra loro cresce parallelamente alle emozioni che ciascuno di questi romanzi può regalare. Essien incontra l'Occidente attraverso la sua letteratura, Libero porta a compimento il significato del suo nome cercando di fare di Essien un uomo libero...	https://www.raiplay.it/cropgd/300x400/dl/img/2021/11/17/1637157549854_il-diritto-alla-felicita_1536x2048_logo.jpg	1h22m		Italiano	Kids
Italiano	Il futuro passa di qui - La nostra Costituzione	2021	Famiglia	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/KIDS_TECHE_HD/14661847_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEcBcxdDbwdKarcyaGaNaEbtccbfawa8dj-bJgGur-c0-HluxAFp&aifp=V001	m3u8	A 75 anni dal 2 giugno 1946, quando l'Italia scelse la Repubblica, 11 ragazzi danno voce, ciascuno, ad un articolo della Costituzione. Partendo dalle loro esperienze di vita, dall'impegno nel sociale, nello sport, nel volontariato e nell'espressione artistica, il programma presenta i principi "agiti" della Costituzione per un futuro migliore	https://www.raiplay.it/cropgd/300x400/dl/img/2021/06/01/1622542853654_il-futuro-passa-di-qui-la-nostra-costituzione_1536x2048_logo.jpg	27m		Italiano	Kids
Italiano	Il Gruffalò	2009	Animazione - Fantastico	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/ostr8/podcastcdn/junior/Rai_Yoyo/Gruffalo/8088334_,800,1800/playlist.m3u8?auth=daEa.cecEdXcuahcvcld0aeabaEdicMaUdw-bJgGwn-c0-ClvwrHw&aifp=V001	m3u8	Una mamma scoiattolo racconta ai suoi piccoli la storia di un topolino che si avventura in una foresta alla ricerca di nocciole e che a tutti i predatori che incontra dice di avere appuntamento con il Gruffalo, creatura che lui inventa sul momento descrivendone le più terribili fattezze	https://www.raiplay.it/cropgd/300x400/dl/img/2019/10/01/1569939193922_1536x2048_logo.jpg	27m		Italiano	Kids
Italiano	Il mio anno stranissimo	2021	Documentrario/Famglie	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/KIDS_TECHE_HD/15692080_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEdvbcacbBabahaSdraicncZbKdSdKcGdT-bJgGxK-c0-BktutFu&aifp=V001	m3u8	Viaggio nel mondo preadolescenziale per raccontare l'anno del Covid. Un ritratto dell'Italia visto attraverso gli occhi dei ragazzini e delle ragazzine fra i 10 e i 14 anni. Il virus, la quarantena, la scuola fatta a casa, gli amici distanti, le attività sospese, la nuova normalità. I sogni, le paure, le fantasie dei giovanissimi nel tempo della pandemia...	https://www.raiplay.it/cropgd/300x400/dl/img/2021/12/02/1638450432302_il-mio-anno-stranissimo_1536x2048_logo.jpg	52m		Italiano	Kids
Italiano	Il più grande uomo scimmia del Pleistocene	2015	Animazione - Fantastico	https://vod3-rai-it.akamaized.net/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_HD_2/8944619_,1200,1800,2400/playlist.m3u8?auth=daEbPbiaZdQc4c9dqcLdndxbrdgdaa9daam-bJbqow-c0-BkzusHp&aifp=V001	m3u8	Alla nascita dei figli, il re degli ominidi finge la morte del primogenito per favorire il fratellino più robusto. Da "Il più grande uomo scimmia del Pleistocene" di Roy Lewis	https://www.raiplay.it/cropgd/300x400/dl/img/2020/01/27/1580122200323_1536x2048_logo.jpg	1h37m		Italiano	Kids
Italiano	Il racconto dei racconti	2015	Famiglia	https://vod3-rai-it.akamaized.net/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_HD_2/9714159_,1200,1800,2400/playlist.m3u8?auth=daEdOcOdAcIdRaybfaQaoaWaNccd2dCaRca-bI_QaR-c0-AlrxxGr&aifp=V001	m3u8	Matteo Garrone porta sul grande schermo le fantasiose e grottesche favole di Giambattista Basile narrando le vicende di una regina gelosa che perde il marito, di due sorelle che con una magia accendono la passione del loro re e di un sovrano ossessionato da una pulce gigante. Vincitore di 7 David di Donatello nel 2016.	https://www.raiplay.it/cropgd/300x400/dl/img/2020/04/29/1588152496563_1536x2048_logo.jpg	2h09m		Italiano	Kids
Italiano	Il Ragazzo e il Grande Elefante	2017	Famiglia	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/KIDS_TECHE_HD/11873586_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEbEdxdjdodLaHapd7cnaZdpamc1dacxaE-bJbsWB-c0-AmuxAHr&aifp=V001	m3u8	Phoenix, un ragazzo di 13 anni, dopo la morte improvvisa di entrambi i genitori, viene affidato alla zia Sarah, che vive in Africa con il marito Jack. Phoenix rimane subito affascinato dalla natura selvaggia del continente. Durante un safari con lo zio, Phoenix si perde nelle immense distese africane e si imbatte in un elefante intrappolato in una rete piazzata da trafficanti di avorio e lo libera. Phoenix e Indlovu, che significa l'inarrestabile in lingua zulu, diventano subito amici	https://www.raiplay.it/cropgd/300x400/dl/img/2020/02/06/1580998593160_1536x2048_logo.jpg	1h27m		Italiano	Kids
Italiano	Il serpente piumato	2021	Animazione - Fantastico	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/KIDS_TECHE_HD/WchWaq1zxkcp7Ew3j3E1RgeeqqEEqualeeqqEEqual_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEamaUdKdDdsbsd7aadvbmdoaMd6becUbq-bJgGB5-c0-CjxxxHw&aifp=V001	m3u8	Louise si è appena trasferita a vivere in Messico a causa del nuovo lavoro dei suoi genitori. Tutta la famiglia è entusiasta della nuova esperienza, tranne lei, piena di nostalgia per la vita di prima e per gli amici lontani. L'unica che sembra capire la piccola è la lucertola Keza, sua compagna inseparabile...	https://www.raiplay.it/cropgd/300x400/dl/img/2022/03/03/1646337083537_il-serpente-piumato_1536x2048_logo.jpg	28m		Italiano	Kids
Italiano	Il traguardo di Patrizia	2014	Animazione - Fantastico	https://vod8-rai-it.akamaized.net/podcastcdn/raicinema/I_film_della_settimana/7648654_,800,1800/playlist.m3u8?auth=daEcicbcfaNccb2bqa4bCbraHaUcQdzdLdS-bJgGC8-c0-IlswwEw&aifp=V001	m3u8	Patrizia è nata in Sicilia da genitori bengalesi in possesso di regolare permesso di soggiorno. Ha un nome da italiana e così si sente, malgrado la sua pelle ambrata. Ha molti amici, va a scuola ed è una promessa dell'atletica leggera... Un cartone animato per parlare ai più giovani di diritto di cittadinanza. Direzione artistica di Maurizio Forestieri	https://www.raiplay.it/cropgd/300x400/dl/img/2019/10/16/1571222738454_1536x2048_logo.jpg	28m		Italiano	Kids
Italiano	Jackie and Oopjen	2020	Famiglia	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/KIDS_TECHE_HD/n5J2lvQZssSlashYlIssSlashYnpaL1BiAeeqqEEqualeeqqEEqual_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEaDcBdecpbkaMb4arapcdaPbmbAcddjd7-bJbt.6-c0-JlyxvGs&aifp=V001	m3u8	Al Rijksmuseum di Amsterdam è arrivato il famoso dipinto di Rembrandt che ritrae Oopjen Coppit. Ma dopo la cerimonia ufficiale di presentazione la donna scompare lasciando la cornice vuota. La dodicenne Jackie sarà il suo primo incontro nel caotico mondo del XXI secolo e l'unica a poter diventare una vera amica, anzi una BFF!	https://www.raiplay.it/cropgd/300x400/dl/img/2022/04/14/1649958468367_jackie-and-oopjen_1536x2048_logo.jpg	1h25m		Italiano	Kids
Italiano	L'anfora di Clio	2020	Famiglia	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/KIDSNOGEO_TECHE_HD/16124628_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEcscEcpdOcWbPaKa7c9bDcjaobMdrc5cS-bJbJ28-c0-IlrwwHn&aifp=V001	m3u8	Nel magico tempio di Elicona, la musa della Commedia Thalia si ritrova da sola a gestire tutte le incombenze delle sue sorelle muse dell'arte. Un giorno un corriere di AmaZeus, l'agenzia di consegne divina, arriva con un misterioso pacco mandato dal capo degli dei in persona: l'anfora di Clio.	https://www.raiplay.it/cropgd/300x400/dl/img/2022/02/07/1644244943240_l-anfora-di-clio_1536x2048_logo%201.jpg	56m		Italiano	Kids
Italiano	L'isola degli smemorati	2005	Animazione - Fantastico	https://vod9-rai-it.akamaized.net/podcastcdn/raicinema/I_film_della_settimana/11399020_,800,1800,2400/playlist.m3u8?auth=daEbpacaLa7cHbdbodxbUb8bPdEalcJc3do-bJgKha-c0-FjtuyEw&aifp=V001	m3u8	Su un'isola in mezzo all'oceano, abitata da nove anziani tra cui il vecchissimo mago Lucanòr, nessuno ricorda cosa siano i bambini. Un giorno però su questo pezzo di terra avvolto dal mare approda una scialuppa di piccoli naufraghi indifesi: riusciranno i bambini a farsi rispettare? Chi li aiuterà?	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/19/1574165319370_Isola%20degli%20smemorati_1536x2048_logo.jpg	28m		Italiano	Kids
Italiano	L'odissea di Shooom	2019	Animazione - Fantastico	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/KIDS_TECHE_HD/15534283_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEczcFd6cqbfctdFagb7cDcRcMdBb7aMa2-bJbKU4-c0-FlsxzGt&aifp=V001	m3u8	Una piccola civetta, appena uscita dall'uovo, viene sbalzata fuori dal nido dal furore di una tempesta e cerca disperatamente di salvare il fratellino ancora nel guscio. Il suo prezioso uovo finirà però fra le mani di due dolcissimi bambini che, vedendolo schiudersi, vorrebbero tanto tenere con loro il soffice pulcino appena nato. Presto capiranno che accompagnarlo con la sua sorellina verso la libertà, significa rispettare la natura e poter continuare a godere delle sue meraviglie	https://www.raiplay.it/cropgd/300x400/dl/img/2021/11/16/1637080567604_l-odissea-di-shooom_1536x2048_logo.jpg	24m		Italiano	Kids
Italiano	La cantata dei pastori	2012	Animazione - Fantastico	https://vod8-rai-it.akamaized.net/podcastcdn/raicinema/I_film_della_settimana/8115402_,800,1800/playlist.m3u8?auth=daEdGbAcmdjaNcydJckcKa1c7bvcgbec8bS-bJgLBi-c0-CkxwtHw&aifp=V001	m3u8	Durante il loro viaggio in Palestina, lo scrivano napoletano Razzullo e il suo compaesano Sarchiapone, incontrano Maria e Giuseppe in cammino verso Betlemme per far nascere Gesù. Una minaccia incombe su di loro: Plutone, signore degli inferi, non vuole che il figlio di Dio venga al mondo, e cerca in tutti i modi di impedire il lieto evento...	https://www.raiplay.it/cropgd/300x400/dl/img/2020/01/27/1580121723943_1536x2048_logo.jpg	50m		Italiano	Kids
Italiano	La Chiocciolina e la Balena	2019	Animazione - Fantastico	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/KIDS_TECHE_HD/15344547_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEaGarcId.cucYbcbDaEbfcjb0bvd8agcJ-bJbOg9-c0-CjywvHp&aifp=V001	m3u8	Una chiocciolina di mare gira il mondo assieme a una grande balena alla scoperta di mari calmi e impetuosi e sabbie dorate. Un brutto giorno, però, disorientato dal rombo delle barche a motore, il cetaceo si avvicina troppo alla riva e con la bassa marea rimane intrappolato sulla spiaggia. Per aiutarlo, la tenace chiocciolina raggiunge una scuola e, aiutata dai bambini, dalla loro maestra e dai pompieri, soccorre la balena. Una volta in salvo, il racconto delle meravigliose avventure vissute dalle due protagoniste conquista il cuore delle altre chiocciole di mare che, senza più timori, salgono sulla coda del cetaceo pronte a partire...	https://www.raiplay.it/cropgd/300x400/dl/img/2021/10/19/1634660300855_la-chiocciolina-e-la-balena_1536x2048_logo.jpg	27m		Italiano	Kids
Italiano	La Custodia	2021	Animazione - Fantastico	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/KIDS_TECHE_HD/dgAAjBcmLjVkwcT1xE7z5geeqqEEqualeeqqEEqual_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEaCd.cTb3cQaid8b1cWaGbZc3c6btbIb1-bJbOzL-c0-ImtwwFs&aifp=V001	m3u8	In un luogo e in un tempo indefiniti il giovanissimo Fadi scappa da un Paese in guerra portando con sé una custodia di violino dalla quale non si separa mai. In compagnia di un gruppo di altri viaggiatori, il ragazzo attraversa deserti e mari in un percorso pieno di ostacoli. Lungo la strada conosce la misteriosa Naila e un gruppo di altri ragazzi che non gli rendono la vita facile...	https://www.raiplay.it/cropgd/300x400/dl/img/2021/12/30/1640821793966_la-custodia_1536x2048_logo.jpg	40m		Italiano	Kids
Italiano	La famosa invasione degli Orsi in Sicilia	2019	Animazione - Fantastico	https://vod1-rai-it.akamaized.net/podcastcdn/teche_root/YT_ITALIA_TECHE_HD_multiaudio/UNQmJ5vCVutVNpPpPlussMEVwPDVAeeqqEEqualeeqqEEqual_,1200,1800,2400/playlist.m3u8?auth=daEcHd4a.aabFcCdIbRd3addtc_cgaWdOdl-bI_6fl-c0-DmxutEn&aifp=V001	m3u8	Nel tentativo di ritrovare il figlio e di sopravvivere all'inverno, il Re degli orsi conduce il suo popolo dalle montagne fino alla pianura, dove vivono gli uomini. Dopo aver sconfitto il malvagio Granduca e aver ritrovato il figlio Tonio, però, si renderà conto che gli orsi non sono fatti per vivere nella terra degli uomini	https://www.raiplay.it/cropgd/300x400/dl/img/2020/12/14/1607966111444_Orsi_1536x2048-logo.jpg	1h19m		Italiano	Kids
Italiano	La mia vita al castello	2019	Animazione - Fantastico	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/KIDS_TECHE_HD/15534401_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEdFdraCbSbiaUbiced_cJaJbcaDdbcccV-bJb53O-c0-BmyuzFr&aifp=V001	m3u8	Violetta, orfana a causa di uno degli attentati del giorno del Bataclan, dopo la morte dei genitori viene affidata allo zio materno. Questi lavora alla reggia di Versailles e si occupa di pulizie e riparazioni. Ma Violetta pare non voler stare con il parente: puzza, è scorbutico e la mamma lo odiava perché lui non veniva più a trovarli a Natale... Piano piano però le due "anime solitarie" cominciano a comprendersi e quando giunge il momento di separarsi, Violetta capisce di voler stare nel castello	https://www.raiplay.it/cropgd/300x400/dl/img/2021/11/17/1637153193730_la-mia-vita-al-castello_1536x2048_logo.jpg	29m		Italiano	Kids
Italiano	La missione di 3P	2014	Animazione - Fantastico	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/KIDS_TECHE_HD/12384656_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEbKbobdbKcec9ccaUcHcadmdyaQdnaacV-bJgLCp-c0-GkvvuFt&aifp=V001	m3u8	Giuseppe e Salvatore sono due amici tredicenni che vendono sigarette di contrabbando per comprarsi il motorino. Sognano di entrare nel giro della mala, e l'unico modo per riuscirci è affiliarsi a un boss. Ma Padre Pino Puglisi è disposto a tutto per tenere i due ragazzi fuori dai guai. Anche fingere, se necessario...	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/04/1572877062036_La%20Missione%20di%203P_1536x2048_logo.jpg	29m		Italiano	Kids
Italiano	La nostra grande famiglia	2016	Commedia/Famiglia	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/ostr2/podcastcdn/teche_root/YT_ITALIA_TECHE_HD_multiaudio/FAKVVqBZcLZBssSlashumumfx2AweeqqEEqualeeqqEEqual_,1200,1800,2400/playlist.m3u8?auth=daEd1c0aGdGbdaNbiaKatdwbUcBaubpdhaI-bJgLDw-c0-DltutHp&aifp=V001	m3u8	A causa dei diversi matrimoni e divorzi di entrambi i genitori, il tredicenne Bastien si ritrova ad avere una famiglia molto articolata e complicata: 6 fratellastri e sorellastre, 8 "genitori" e altrettante case. Stanco dei vari problemi generati da questa situazione, Bastien ha l'idea che tutti i figli dovranno trasferirsi nel grande appartamento libero della nonna di Elliot, dove saranno i genitori a prendersi cura di loro a turno.	https://www.raiplay.it/cropgd/300x400/dl/img/2022/04/12/1649755109671_1536x2048_logo.jpg	1h35m		Italiano	Kids
Italiano	La principessa Sissi	1955	Famiglia	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/ostr2/podcastcdn/teche_root/YT_ITALIA_TECHE_HD_multiaudio/14631882_,1200,1800,2400/playlist.m3u8?auth=daEcWbjb1cedKc7bTaidFbxbVaFaqd.dldm-bJb6k3-c0-IkAvuGr&aifp=V001	m3u8	La storia romantica e turbolenta della diciassettenne Elisabetta, detta Sissi, figlia del Granduca Massimiliano di Baviera, che sposò l'imperatore d'Austria Francesco Giuseppe. Primo di una serie di 3 film interpretati dalla Schneider nel ruolo della bella e dolce principessa	https://www.raiplay.it/cropgd/300x400/dl/img/2020/02/17/1581949710897_La-Principessa-Sissi_1536x2048_logo.jpg	1h41m		Italiano	Kids
Italiano	La Rosa Blu	2021	Animazione - Fantastico	https://b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/KIDS_TECHE_HD/14209648_,1200,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEcWcEdibxd4bWbAcUaGdya1bsbMaXaUaK-bJb6I1-c0-IlrxzFq&aifp=V001	m3u8	Un maestro delle elementari, interpretato da Enzo Decaro, invita i propri alunni a fare un viaggio dentro la loro fiaba preferita, a incontrarne i personaggi e a scrivere in un tema le avventure vissute insieme anche con l'aiuto di un bel disegno. Con la complicità del fratello più grande, la piccola Benedetta rappresenta, con candore ed empatia, la storia della loro sorellina Martina affetta da Sindrome di Down: come fosse una Rosa Blu tra tante rose rosse, perché "le rose non sono di un solo colore, possono avere mille sfumature". Dall'album dei disegni di Benedetta infatti si animeranno il Piccolo Principe e la sua amica Volpe che accompagneranno i due fratelli nel corso della storia	https://www.raiplay.it/cropgd/300x400/dl/img/2021/03/17/1616000715710_la-rosa-blu_1536x2048_logo.jpg	24m		Italiano	Kids
